species	Phylum	Class	Order	Family	Genus
Streptomyces sp. L-9-10	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Novosphingobium sp. KN65.2	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Pseudomonas sp. 250J	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Neochlamydia sp. TUME1	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Neochlamydia
Neochlamydia sp. EPS4	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Neochlamydia
Anaeromicrobium sediminis	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Anaeromicrobium
Psychrobacter proteolyticus	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
Bacillus smithii	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Methylobacterium sp. C1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
Verrucosispora sp. FIM060022	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Verrucosispora
Halomonas sp. HL-48	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
Marinobacter sp. HL-58	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
Oceanicaulis sp. HL-87	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Oceanicaulis
Porphyrobacter sp. HL-46	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter
Alteromonas gracilis	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
Curtobacterium sp. S6	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium
Microbacterium sp. CH12i	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
Sediminispirochaeta bajacaliforniensis DSM 16054	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta
Hoeflea olei	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Hoeflea
Spirochaeta lutea	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
Vibrio metoecus	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
Planktotalea arctica	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea
Leucothrix sp. IMCC9719	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Leucothrix
Vibrio ishigakensis	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
Vibrio sp. JCM 19236	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
Bacillus sp. JCM 19034	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus sp. JCM 19059	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Vibrio sp. JCM 19063	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
Virgibacillus halodenitrificans	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus
Hartmannibacter diazotrophicus	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hartmannibacter	
Alkaliphilus sp. LacT	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus
Alkaliphilus sp. LacV	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus
Geobacillus sp. CAMR12739	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus
Geobacillus sp. CAMR5420	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus
Hydrogenibacillus schlegelii	Firmicutes	Bacilli	Bacillales	Bacillaceae	Hydrogenibacillus
Mariniphaga anaerophila	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Mariniphaga
Tamilnaduibacter salinus	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Tamilnaduibacter
Hymenobacter sp. PAMC 26554	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter
Hymenobacter sp. PAMC 26628	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter
Pantoea sp. PSNIH1	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea
Burkholderia sp. A1	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
Psychroserpens jangbogonensis	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroserpens
Paraburkholderia phymatum STM815	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia
Exiguobacterium sp. AB2	Firmicutes	Bacilli	Bacillales	Exiguobacterium	
Salinicoccus alkaliphilus DSM 16010	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus
Marinospirillum alkaliphilum DSM 21637	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinospirillum
Rhodoferax saidenbachensis	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
Acinetobacter sp. ETR1	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Halomonas sp. SUBG004	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
Massilia eurypsychrophila	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
Thalassospira sp. GB04J01	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira
Selenomonas sp. AE3005	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas
Ferriphaselus sp. R-1	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Ferriphaselus
Ghiorsea bivora	Proteobacteria	Zetaproteobacteria	Ghiorsea		
Cecembia rubra	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cecembia
Crenalkalicoccus roseus	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Crenalkalicoccus
Metakosakonia massiliensis JC163	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Metakosakonia
Lacinutrix venerupis	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix
Lactobacillus ingluviei str. Autruche 4	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Gramella flava JLT2011	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella
Halomonas sp.	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
Maricaulis sp.	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
Martelella endophytica	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Martelella
Roseovarius sp.	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius
Salegentibacter sp. R32	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter
Litoreibacter ascidiaceicola	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Litoreibacter
Candidatus Sodalis pierantonius str. SOPE	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Sodalis
[Butyribacterium] methylotrophicum	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Peptococcaceae bacterium SCADC1_2_3	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	
Streptomyces sp. NTK 937	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Mycobacterium persicum	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Clostridium sp. HMP27	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Pseudomonas sp. HMP271	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Desulfosporosinus sp. HMP52	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus
Enterobacillus tribolii	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacillus
Smithella sp. SC_K08D17	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Smithella
Mesotoga sp. SC_4PWL113PWK15	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Mesotoga
Mesotoga sp. SC_3PWM13N19	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Mesotoga
Mesotoga sp. SC_4PWA21	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Mesotoga
[Leptolyngbya] sp. JSC-1	Cyanobacteria				
Corynebacterium sp. ATCC 6931	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Clostridium acetobutylicum ATCC 824	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Sulfuricurvum kujiense DSM 16994	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfuricurvum
Lactobacillus kunkeei	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Pseudomonas sp. Ant30-3	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Streptomyces sp. MBT28	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Streptomyces sp. MBT76	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Kiloniella spongiae	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Kiloniella
Microbacterium sp. SLBN-1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Deinococcus sp. RL	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
Paraclostridium bifermentans ATCC 638	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paraclostridium
Paracoccus lutimaris	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
Anoxybacillus sp. B2M1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus
Anoxybacillus sp. B7M1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus
Streptococcus hyovaginalis DSM 12219	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus urinalis 2285-97	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Actinoallomurus bryophytorum	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus
Pantoea sp. LMG 27579	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea
Mycobacterium sp. SWH-M5	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium sp. ST-F2	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mycobacterium sp. SWH-M1	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Clostridium botulinum A str. ATCC 3502	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Bacillus mangrovi	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Clostridium butyricum	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
alpha proteobacterium Q-1	Proteobacteria	Alphaproteobacteria			
Flavobacterium gilvum	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Flavobacterium seoulense	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Flavisolibacter tropicus	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter
Bizionia psychrotolerans	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bizionia
Phaeobacter marinintestinus	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter
Gammaproteobacteria bacterium MFB021	Proteobacteria	Gammaproteobacteria			
Clostridium cellulovorans 743B	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Dyadobacter sediminis	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter
Chryseobacterium shandongense	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Clostridium cochlearium	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Marinobacter aromaticivorans	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
Candidatus Mycoplasma haemohominis	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
Lactococcus hircilactis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Paramesorhizobium deserti	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Paramesorhizobium
Arthrobacter sp. PAMC 25486	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
Pseudogracilibacillus auburnensis	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus
Listeria aquatica FSL S10-1188	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Listeria cornellensis FSL F6-0969	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Listeria floridensis FSL S10-1187	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Listeria grandensis FSL F6-0971	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Listeria riparia FSL S10-1204	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Clostridium cylindrosporum DSM 605	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Mesoaciditoga lauensis cd-1655R = DSM 25116	Thermotogae	Thermotogae	Mesoaciditogales	Mesoaciditogaceae	Mesoaciditoga
Thermopetrobacter sp. TC1	Proteobacteria	Alphaproteobacteria	Thermopetrobacter		
Methyloterricola oryzae	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloterricola
Methylobacter sp. BBA5.1	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
Pseudomonas capeferrum	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Enterobacter sp. RC4	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
Pseudomonas sp. WCS374	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Cellulophaga sp. E6(2014)	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga
Streptomyces sp. M56	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Thermoflexus hugenholtzii JAD2	Chloroflexi	Thermoflexia	Thermoflexales	Thermoflexaceae	Thermoflexus
Candidatus Evansia muelleri	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Evansia
Paenibacillus sp. VT-400	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Brevundimonas sp. EAKA	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
Clostridioides difficile 630	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides
Cyanobium sp. CACIAM 14	Cyanobacteria	Synechococcales	Synechococcaceae	Cyanobium	
Arthrobacter sp. L77	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
Rhizobium marinum	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Butyrivibrio sp. AE3003	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
Butyrivibrio sp. AE2005	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
Stackebrandtia endophytica	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Stackebrandtia
Clostridium formicaceticum	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Marinitoga piezophila KA3	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga
Acinetobacter sp. SM1B	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Microbacterium sp. SMR1	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
Bradyrhizobium neotropicale	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
Listeriaceae bacterium FSL A5-0209	Firmicutes	Bacilli	Bacillales	Listeriaceae	
Listeria newyorkensis	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Bacteroidales bacterium KA00251	Bacteroidetes	Bacteroidia	Bacteroidales		
Bacteroidales bacterium KA00344	Bacteroidetes	Bacteroidia	Bacteroidales		
Clostridiales bacterium KA00274	Firmicutes	Clostridia	Clostridiales		
Georgenia sp. SUBG003	Actinobacteria	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia
Hathewaya histolytica	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hathewaya
Legionella norrlandica	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Ruminiclostridium josui JCM 17888	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium
Smithella sp. SCADC	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Smithella
Paracoccus mutanolyticus	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
Prochlorococcus sp. MIT 0601	Cyanobacteria	Synechococcales	Prochloraceae	Prochlorococcus	
Prochlorococcus sp. MIT 0602	Cyanobacteria	Synechococcales	Prochloraceae	Prochlorococcus	
Prochlorococcus sp. MIT 0603	Cyanobacteria	Synechococcales	Prochloraceae	Prochlorococcus	
Prochlorococcus sp. SS52	Cyanobacteria	Synechococcales	Prochloraceae	Prochlorococcus	
Prochlorococcus sp. MIT 0701	Cyanobacteria	Synechococcales	Prochloraceae	Prochlorococcus	
Prochlorococcus sp. MIT 0702	Cyanobacteria	Synechococcales	Prochloraceae	Prochlorococcus	
Prochlorococcus sp. MIT 0703	Cyanobacteria	Synechococcales	Prochloraceae	Prochlorococcus	
Virgibacillus senegalensis	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus
Bacillus rubiinfantis	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Collinsella sp. MS5	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella
Alistipes sp. AL-1	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Clostridium sp. CL-6	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium sp. CL-2	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Bacillus andreraoultii	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Pseudomonas saudiphocaensis	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Planococcus massiliensis	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus
Bacillus sp. LF1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Clostridium amazonitimonense	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Candidatus Moduliflexus flocculans	Candidatus Moduliflexus				
Candidatus Vecturithrix granuli	Candidatus Vecturithrix				
Paenibacillus sp. TCA20	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Mesotoga sp. SC_NapDC	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Mesotoga
Escherichia marmotae	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Aneurinibacillus soli	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus
Rhizobium sp. YR295	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Rhizobium sp. YR528	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Rhizobium sp. YR519	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Methylibium sp. CF059	Proteobacteria	Betaproteobacteria	Burkholderiales	Methylibium	
Methylibium sp. CF468	Proteobacteria	Betaproteobacteria	Burkholderiales	Methylibium	
Burkholderia sp. WP9	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
Rhizobacter sp. OV335	Proteobacteria	Betaproteobacteria	Burkholderiales	Rhizobacter	
Methylibium sp. YR605	Proteobacteria	Betaproteobacteria	Burkholderiales	Methylibium	
Rahnella sp. WP5	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella
Lysinibacillus sp. BC-14	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
Lysinibacillus sp. LD79	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
Lysinibacillus sp. BC-43	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
Lysinibacillus sp. SG55	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
Lysinibacillus sp. SG45	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
Lysinibacillus sp. SG53	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
Lysinibacillus sp. TC-13	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
Lysinibacillus sp. SG8	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
Lysinibacillus sp. TC-37	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
Lysinibacillus sp. SG9	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
Microbacterium sp. CF335	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
Herbiconiux sp. YR403	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Herbiconiux
Chryseobacterium sp. CF284	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Chryseobacterium sp. CF365	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Chryseobacterium sp. CF356	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Chryseobacterium sp. CF299	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
