GeneID	Chr	Start	End	Strand
BSGatlas-3'UTR-1090	NC_000964.3	2925062	2925100	-
BSGatlas-3'UTR-1091	NC_000964.3	2926965	2927008	-
BSGatlas-3'UTR-1092	NC_000964.3	2926973	2927015	+
BSGatlas-3'UTR-1093	NC_000964.3	2931908	2931949	+
BSGatlas-3'UTR-1094	NC_000964.3	2935919	2935967	-
BSGatlas-3'UTR-1095	NC_000964.3	2935929	2935972	+
BSGatlas-3'UTR-1096	NC_000964.3	2938286	2938330	-
BSGatlas-3'UTR-1097	NC_000964.3	2939682	2939851	-
BSGatlas-3'UTR-1098	NC_000964.3	2949026	2949053	-
BSGatlas-3'UTR-1099	NC_000964.3	2951854	2951898	-
BSGatlas-3'UTR-1101	NC_000964.3	2951883	2952183	+
BSGatlas-3'UTR-1100	NC_000964.3	2951883	2951901	+
BSGatlas-3'UTR-1102	NC_000964.3	2952062	2952224	-
BSGatlas-3'UTR-1103	NC_000964.3	2952180	2952224	-
BSGatlas-3'UTR-1104	NC_000964.3	2954457	2954492	-
BSGatlas-3'UTR-1105	NC_000964.3	2954461	2954506	+
BSGatlas-3'UTR-1106	NC_000964.3	2955761	2955783	-
BSGatlas-3'UTR-1107	NC_000964.3	2959208	2959257	-
BSGatlas-3'UTR-1108	NC_000964.3	2959217	2959262	+
BSGatlas-3'UTR-1109	NC_000964.3	2961205	2961232	-
BSGatlas-3'UTR-1110	NC_000964.3	2965641	2965681	-
BSGatlas-3'UTR-1111	NC_000964.3	2966333	2966413	-
BSGatlas-3'UTR-1112	NC_000964.3	2970878	2970922	-
BSGatlas-3'UTR-1113	NC_000964.3	2970881	2970895	+
BSGatlas-3'UTR-1114	NC_000964.3	2975934	2976068	-
BSGatlas-3'UTR-1115	NC_000964.3	2978688	2978734	-
BSGatlas-3'UTR-1116	NC_000964.3	2982567	2982603	-
BSGatlas-3'UTR-1117	NC_000964.3	2984268	2984312	-
BSGatlas-3'UTR-1118	NC_000964.3	2984280	2984322	+
BSGatlas-3'UTR-1119	NC_000964.3	2984742	2984788	-
BSGatlas-3'UTR-1120	NC_000964.3	2987692	2987731	-
BSGatlas-3'UTR-1121	NC_000964.3	2989771	2989900	-
BSGatlas-3'UTR-1122	NC_000964.3	2995679	2995908	-
BSGatlas-3'UTR-1123	NC_000964.3	2995877	2995908	-
BSGatlas-3'UTR-1125	NC_000964.3	2998691	2998796	-
BSGatlas-3'UTR-1128	NC_000964.3	3009866	3009915	-
BSGatlas-3'UTR-1129	NC_000964.3	3011639	3011751	-
BSGatlas-3'UTR-1130	NC_000964.3	3014458	3014514	-
BSGatlas-3'UTR-1131	NC_000964.3	3015066	3015111	-
BSGatlas-3'UTR-1132	NC_000964.3	3016582	3016646	-
BSGatlas-3'UTR-1133	NC_000964.3	3017649	3017696	-
BSGatlas-3'UTR-1134	NC_000964.3	3018264	3018309	-
BSGatlas-3'UTR-1135	NC_000964.3	3019175	3019533	-
BSGatlas-3'UTR-1136	NC_000964.3	3019494	3019533	-
BSGatlas-3'UTR-1137	NC_000964.3	3022032	3022068	-
BSGatlas-3'UTR-1138	NC_000964.3	3025386	3025445	-
BSGatlas-3'UTR-1139	NC_000964.3	3029635	3029681	+
BSGatlas-3'UTR-1140	NC_000964.3	3029669	3029729	-
BSGatlas-3'UTR-1141	NC_000964.3	3032325	3032417	-
BSGatlas-3'UTR-1648	NC_000964.3	3032371	3032417	-
BSGatlas-3'UTR-1142	NC_000964.3	3033652	3033696	-
BSGatlas-3'UTR-1143	NC_000964.3	3033659	3033705	+
BSGatlas-3'UTR-1662	NC_000964.3	3036333	3036563	+
BSGatlas-3'UTR-1145	NC_000964.3	3036333	3036382	+
BSGatlas-3'UTR-1146	NC_000964.3	3036555	3036603	-
BSGatlas-3'UTR-1147	NC_000964.3	3042546	3042566	-
BSGatlas-3'UTR-1148	NC_000964.3	3042556	3042594	+
BSGatlas-3'UTR-1149	NC_000964.3	3044116	3044165	-
BSGatlas-3'UTR-1150	NC_000964.3	3045415	3045445	-
BSGatlas-3'UTR-1151	NC_000964.3	3046715	3046757	-
BSGatlas-3'UTR-1152	NC_000964.3	3048141	3048177	-
BSGatlas-3'UTR-1153	NC_000964.3	3052705	3052743	-
BSGatlas-3'UTR-1155	NC_000964.3	3056797	3056818	+
BSGatlas-3'UTR-1156	NC_000964.3	3056806	3056849	-
BSGatlas-3'UTR-1157	NC_000964.3	3059510	3059547	-
BSGatlas-3'UTR-1158	NC_000964.3	3060674	3060844	+
BSGatlas-3'UTR-1159	NC_000964.3	3061565	3061651	-
BSGatlas-3'UTR-1160	NC_000964.3	3067378	3067420	-
BSGatlas-3'UTR-1161	NC_000964.3	3070207	3070256	+
BSGatlas-3'UTR-1162	NC_000964.3	3070222	3070246	-
BSGatlas-3'UTR-1163	NC_000964.3	3072623	3072696	+
BSGatlas-3'UTR-1164	NC_000964.3	3073507	3073531	-
BSGatlas-3'UTR-1165	NC_000964.3	3078350	3078393	-
BSGatlas-3'UTR-1166	NC_000964.3	3078357	3078404	+
BSGatlas-3'UTR-1167	NC_000964.3	3085757	3085800	-
BSGatlas-3'UTR-1168	NC_000964.3	3088353	3088388	-
BSGatlas-3'UTR-1169	NC_000964.3	3090432	3090482	-
BSGatlas-3'UTR-1170	NC_000964.3	3095607	3095665	-
BSGatlas-3'UTR-1171	NC_000964.3	3102180	3102219	+
BSGatlas-3'UTR-1173	NC_000964.3	3102583	3102629	-
BSGatlas-3'UTR-1174	NC_000964.3	3105126	3105152	-
BSGatlas-3'UTR-1175	NC_000964.3	3106996	3107080	+
BSGatlas-3'UTR-1176	NC_000964.3	3107190	3107232	-
BSGatlas-3'UTR-1177	NC_000964.3	3109354	3109397	-
BSGatlas-3'UTR-1178	NC_000964.3	3109361	3109401	+
BSGatlas-3'UTR-1179	NC_000964.3	3112160	3112190	-
BSGatlas-3'UTR-1180	NC_000964.3	3113937	3113979	-
BSGatlas-3'UTR-1181	NC_000964.3	3119551	3119565	-
BSGatlas-3'UTR-1182	NC_000964.3	3121517	3121538	-
BSGatlas-3'UTR-1183	NC_000964.3	3124213	3124250	-
BSGatlas-3'UTR-1184	NC_000964.3	3127783	3127825	-
BSGatlas-3'UTR-1185	NC_000964.3	3131109	3131152	-
BSGatlas-3'UTR-1186	NC_000964.3	3131114	3131161	+
BSGatlas-3'UTR-1188	NC_000964.3	3134947	3134983	-
BSGatlas-3'UTR-1189	NC_000964.3	3134957	3134993	+
BSGatlas-3'UTR-1190	NC_000964.3	3136180	3136238	-
BSGatlas-3'UTR-1191	NC_000964.3	3136945	3136986	+
BSGatlas-3'UTR-1192	NC_000964.3	3137444	3137495	-
BSGatlas-3'UTR-1193	NC_000964.3	3142055	3142077	-
BSGatlas-3'UTR-1194	NC_000964.3	3142059	3142102	+
BSGatlas-3'UTR-1649	NC_000964.3	3146119	3146238	-
BSGatlas-3'UTR-1195	NC_000964.3	3146206	3146238	-
BSGatlas-3'UTR-1196	NC_000964.3	3148838	3148901	-
BSGatlas-3'UTR-1198	NC_000964.3	3154727	3154759	+
BSGatlas-3'UTR-1199	NC_000964.3	3159087	3159258	-
BSGatlas-3'UTR-1200	NC_000964.3	3159185	3159229	+
BSGatlas-3'UTR-1202	NC_000964.3	3159229	3159258	-
BSGatlas-3'UTR-1203	NC_000964.3	3163700	3163735	-
BSGatlas-3'UTR-1204	NC_000964.3	3163705	3163745	+
BSGatlas-3'UTR-1205	NC_000964.3	3171695	3171878	-
BSGatlas-3'UTR-1206	NC_000964.3	3171737	3171878	-
BSGatlas-3'UTR-1207	NC_000964.3	3171838	3171878	-
BSGatlas-3'UTR-1208	NC_000964.3	3178702	3178906	+
BSGatlas-3'UTR-1209	NC_000964.3	3179207	3179227	+
BSGatlas-3'UTR-1210	NC_000964.3	3179880	3179926	-
BSGatlas-3'UTR-1212	NC_000964.3	3194349	3194614	+
BSGatlas-3'UTR-1650	NC_000964.3	3194493	3194635	-
BSGatlas-3'UTR-1214	NC_000964.3	3197893	3197940	+
BSGatlas-3'UTR-1215	NC_000964.3	3204025	3204067	-
BSGatlas-3'UTR-1216	NC_000964.3	3206120	3206169	-
BSGatlas-3'UTR-1217	NC_000964.3	3210401	3210445	-
BSGatlas-3'UTR-1218	NC_000964.3	3213329	3213377	+
BSGatlas-3'UTR-1219	NC_000964.3	3214338	3214372	-
BSGatlas-3'UTR-1220	NC_000964.3	3216121	3216163	-
BSGatlas-3'UTR-1221	NC_000964.3	3219757	3219837	-
BSGatlas-3'UTR-1222	NC_000964.3	3220684	3220731	-
BSGatlas-3'UTR-1223	NC_000964.3	3222150	3222195	-
BSGatlas-3'UTR-1224	NC_000964.3	3223425	3223471	-
BSGatlas-3'UTR-1225	NC_000964.3	3225101	3225181	+
BSGatlas-3'UTR-1226	NC_000964.3	3225129	3225178	-
BSGatlas-3'UTR-1227	NC_000964.3	3228397	3228431	-
BSGatlas-3'UTR-1228	NC_000964.3	3228403	3228440	+
BSGatlas-3'UTR-1229	NC_000964.3	3229942	3229997	+
BSGatlas-3'UTR-1231	NC_000964.3	3231786	3231822	+
BSGatlas-3'UTR-1232	NC_000964.3	3236220	3236303	+
BSGatlas-3'UTR-1233	NC_000964.3	3239459	3239503	+
BSGatlas-3'UTR-1234	NC_000964.3	3241010	3241062	+
BSGatlas-3'UTR-1235	NC_000964.3	3246117	3246161	+
BSGatlas-3'UTR-1237	NC_000964.3	3252359	3252405	-
BSGatlas-3'UTR-1238	NC_000964.3	3252367	3252414	+
BSGatlas-3'UTR-1239	NC_000964.3	3253477	3253529	-
BSGatlas-3'UTR-1240	NC_000964.3	3257058	3257092	-
BSGatlas-3'UTR-1241	NC_000964.3	3257584	3258037	-
BSGatlas-3'UTR-1243	NC_000964.3	3259356	3259403	-
BSGatlas-3'UTR-1244	NC_000964.3	3264250	3264265	-
BSGatlas-3'UTR-1246	NC_000964.3	3279462	3279495	+
BSGatlas-3'UTR-1247	NC_000964.3	3280247	3280294	-
BSGatlas-3'UTR-1248	NC_000964.3	3292396	3292490	-
BSGatlas-3'UTR-1249	NC_000964.3	3298546	3298584	-
BSGatlas-3'UTR-1251	NC_000964.3	3304023	3304081	+
BSGatlas-3'UTR-1252	NC_000964.3	3304074	3304096	-
BSGatlas-3'UTR-1253	NC_000964.3	3305563	3305599	-
BSGatlas-3'UTR-1255	NC_000964.3	3322428	3322463	-
BSGatlas-3'UTR-1256	NC_000964.3	3327210	3327247	-
BSGatlas-3'UTR-1257	NC_000964.3	3334991	3335031	+
BSGatlas-3'UTR-1258	NC_000964.3	3335546	3335603	+
BSGatlas-3'UTR-1259	NC_000964.3	3335728	3335751	-
BSGatlas-3'UTR-1260	NC_000964.3	3341126	3341166	-
BSGatlas-3'UTR-1261	NC_000964.3	3344980	3345022	+
BSGatlas-3'UTR-1262	NC_000964.3	3347026	3347051	-
BSGatlas-3'UTR-1263	NC_000964.3	3351050	3351110	-
BSGatlas-3'UTR-1264	NC_000964.3	3352289	3352312	-
BSGatlas-3'UTR-1265	NC_000964.3	3354488	3354527	+
BSGatlas-3'UTR-1266	NC_000964.3	3355508	3355593	-
BSGatlas-3'UTR-1267	NC_000964.3	3364352	3364396	-
BSGatlas-3'UTR-1268	NC_000964.3	3366996	3367040	-
BSGatlas-3'UTR-1269	NC_000964.3	3379055	3379112	-
BSGatlas-3'UTR-1270	NC_000964.3	3384020	3384070	-
BSGatlas-3'UTR-1271	NC_000964.3	3384027	3384071	+
BSGatlas-3'UTR-1273	NC_000964.3	3387754	3387790	+
BSGatlas-3'UTR-1274	NC_000964.3	3388980	3389024	-
BSGatlas-3'UTR-1276	NC_000964.3	3394398	3394422	-
BSGatlas-3'UTR-1277	NC_000964.3	3397772	3397846	-
BSGatlas-3'UTR-1278	NC_000964.3	3400510	3400537	-
BSGatlas-3'UTR-1279	NC_000964.3	3405623	3405664	-
BSGatlas-3'UTR-1280	NC_000964.3	3409205	3409219	-
BSGatlas-3'UTR-1281	NC_000964.3	3412086	3412128	-
BSGatlas-3'UTR-1282	NC_000964.3	3412095	3412115	+
BSGatlas-3'UTR-1284	NC_000964.3	3419422	3419617	+
BSGatlas-3'UTR-1283	NC_000964.3	3419422	3419462	+
BSGatlas-3'UTR-1285	NC_000964.3	3421146	3421168	-
BSGatlas-3'UTR-1287	NC_000964.3	3426734	3426749	-
BSGatlas-3'UTR-1288	NC_000964.3	3428288	3428332	+
BSGatlas-3'UTR-1289	NC_000964.3	3430546	3430598	-
BSGatlas-3'UTR-1290	NC_000964.3	3436815	3436849	-
BSGatlas-3'UTR-1291	NC_000964.3	3437601	3437644	-
BSGatlas-3'UTR-1292	NC_000964.3	3438790	3438853	-
BSGatlas-3'UTR-1293	NC_000964.3	3445399	3445442	-
BSGatlas-3'UTR-1294	NC_000964.3	3448261	3448295	-
BSGatlas-3'UTR-1295	NC_000964.3	3450694	3450708	-
BSGatlas-3'UTR-1296	NC_000964.3	3455070	3455093	-
BSGatlas-3'UTR-1297	NC_000964.3	3456243	3456285	+
BSGatlas-3'UTR-1299	NC_000964.3	3459763	3459806	-
BSGatlas-3'UTR-1301	NC_000964.3	3466091	3466434	-
BSGatlas-3'UTR-1651	NC_000964.3	3466179	3466434	-
BSGatlas-3'UTR-1302	NC_000964.3	3466384	3466434	-
BSGatlas-3'UTR-1303	NC_000964.3	3466388	3466444	+
BSGatlas-3'UTR-1305	NC_000964.3	3476509	3476555	-
BSGatlas-3'UTR-1306	NC_000964.3	3476511	3476529	+
BSGatlas-3'UTR-1307	NC_000964.3	3481594	3481698	-
BSGatlas-3'UTR-1308	NC_000964.3	3484018	3484072	-
BSGatlas-3'UTR-1309	NC_000964.3	3486759	3486807	+
BSGatlas-3'UTR-1310	NC_000964.3	3486793	3486807	-
BSGatlas-3'UTR-1311	NC_000964.3	3501586	3501651	-
BSGatlas-3'UTR-1312	NC_000964.3	3509783	3509831	-
BSGatlas-3'UTR-1313	NC_000964.3	3512463	3512498	-
BSGatlas-3'UTR-1315	NC_000964.3	3514106	3514148	+
BSGatlas-3'UTR-1316	NC_000964.3	3533372	3533419	-
BSGatlas-3'UTR-1317	NC_000964.3	3537434	3537482	+
BSGatlas-3'UTR-1318	NC_000964.3	3539058	3539099	+
BSGatlas-3'UTR-1319	NC_000964.3	3540728	3540766	+
BSGatlas-3'UTR-1321	NC_000964.3	3541896	3542179	-
BSGatlas-3'UTR-1322	NC_000964.3	3542144	3542333	+
BSGatlas-3'UTR-1323	NC_000964.3	3542785	3542943	-
BSGatlas-3'UTR-1325	NC_000964.3	3545864	3545888	-
BSGatlas-3'UTR-1326	NC_000964.3	3546828	3546876	+
BSGatlas-3'UTR-1328	NC_000964.3	3558847	3558940	-
BSGatlas-3'UTR-1329	NC_000964.3	3559958	3559979	-
BSGatlas-3'UTR-1330	NC_000964.3	3563538	3563581	-
BSGatlas-3'UTR-1331	NC_000964.3	3568480	3568527	-
BSGatlas-3'UTR-1332	NC_000964.3	3573078	3573207	-
BSGatlas-3'UTR-1334	NC_000964.3	3606725	3606762	-
BSGatlas-3'UTR-1335	NC_000964.3	3606735	3606754	+
BSGatlas-3'UTR-1337	NC_000964.3	3609222	3609450	+
BSGatlas-3'UTR-1338	NC_000964.3	3609334	3609420	-
BSGatlas-3'UTR-1339	NC_000964.3	3609989	3610064	-
BSGatlas-3'UTR-1340	NC_000964.3	3615047	3615116	-
BSGatlas-3'UTR-1341	NC_000964.3	3621522	3621618	-
BSGatlas-3'UTR-1342	NC_000964.3	3622319	3622356	-
BSGatlas-3'UTR-1343	NC_000964.3	3623907	3623938	-
BSGatlas-3'UTR-1344	NC_000964.3	3625692	3625741	-
BSGatlas-3'UTR-1345	NC_000964.3	3627092	3627139	-
BSGatlas-3'UTR-1346	NC_000964.3	3630956	3631003	-
BSGatlas-3'UTR-1347	NC_000964.3	3631978	3632150	-
BSGatlas-3'UTR-1348	NC_000964.3	3634942	3634987	-
BSGatlas-3'UTR-1349	NC_000964.3	3636029	3636046	-
BSGatlas-3'UTR-1350	NC_000964.3	3637305	3637338	-
BSGatlas-3'UTR-1351	NC_000964.3	3641102	3641125	-
BSGatlas-3'UTR-1352	NC_000964.3	3643622	3643664	-
BSGatlas-3'UTR-1353	NC_000964.3	3644559	3644607	-
BSGatlas-3'UTR-1354	NC_000964.3	3648582	3648665	+
BSGatlas-3'UTR-1355	NC_000964.3	3649840	3649875	-
BSGatlas-3'UTR-1356	NC_000964.3	3659071	3659119	-
BSGatlas-3'UTR-1357	NC_000964.3	3664202	3664251	+
BSGatlas-3'UTR-1358	NC_000964.3	3666508	3666566	+
BSGatlas-3'UTR-1361	NC_000964.3	3667137	3667209	-
BSGatlas-3'UTR-1362	NC_000964.3	3673526	3673629	+
BSGatlas-3'UTR-1363	NC_000964.3	3676099	3676159	-
BSGatlas-3'UTR-1364	NC_000964.3	3682141	3682187	+
BSGatlas-3'UTR-1365	NC_000964.3	3683319	3683367	+
BSGatlas-3'UTR-1366	NC_000964.3	3684761	3684826	-
BSGatlas-3'UTR-1367	NC_000964.3	3684767	3684820	+
BSGatlas-3'UTR-1368	NC_000964.3	3687559	3687597	-
BSGatlas-3'UTR-1370	NC_000964.3	3692493	3692533	-
BSGatlas-3'UTR-1371	NC_000964.3	3692497	3692543	+
BSGatlas-3'UTR-1372	NC_000964.3	3695208	3695250	+
BSGatlas-3'UTR-1373	NC_000964.3	3696216	3696257	-
BSGatlas-3'UTR-1374	NC_000964.3	3697592	3697639	-
BSGatlas-3'UTR-1375	NC_000964.3	3707681	3707727	+
BSGatlas-3'UTR-1376	NC_000964.3	3708124	3708172	-
BSGatlas-3'UTR-1378	NC_000964.3	3708754	3708799	-
BSGatlas-3'UTR-1379	NC_000964.3	3713951	3714002	-
BSGatlas-3'UTR-1380	NC_000964.3	3714690	3714739	-
BSGatlas-3'UTR-1381	NC_000964.3	3717826	3717890	+
BSGatlas-3'UTR-1382	NC_000964.3	3718617	3718696	+
BSGatlas-3'UTR-1383	NC_000964.3	3718696	3719134	-
BSGatlas-3'UTR-1384	NC_000964.3	3719130	3719150	+
BSGatlas-3'UTR-1385	NC_000964.3	3722534	3722568	-
BSGatlas-3'UTR-1386	NC_000964.3	3724380	3724420	-
BSGatlas-3'UTR-1387	NC_000964.3	3728401	3728511	-
BSGatlas-3'UTR-1388	NC_000964.3	3729443	3729488	-
BSGatlas-3'UTR-1389	NC_000964.3	3731800	3731822	-
BSGatlas-3'UTR-1390	NC_000964.3	3738218	3738267	+
BSGatlas-3'UTR-1391	NC_000964.3	3738245	3738343	-
BSGatlas-3'UTR-1392	NC_000964.3	3740128	3740206	-
BSGatlas-3'UTR-1394	NC_000964.3	3741593	3741656	+
BSGatlas-3'UTR-1395	NC_000964.3	3741667	3741732	-
BSGatlas-3'UTR-1396	NC_000964.3	3741712	3741732	-
BSGatlas-3'UTR-1397	NC_000964.3	3743221	3743241	+
BSGatlas-3'UTR-1398	NC_000964.3	3743228	3743267	-
BSGatlas-3'UTR-1399	NC_000964.3	3745357	3745436	-
BSGatlas-3'UTR-1400	NC_000964.3	3745414	3745442	+
BSGatlas-3'UTR-1402	NC_000964.3	3747208	3747254	-
BSGatlas-3'UTR-1403	NC_000964.3	3748331	3748421	-
BSGatlas-3'UTR-1404	NC_000964.3	3750678	3750723	+
BSGatlas-3'UTR-1405	NC_000964.3	3750710	3750768	-
BSGatlas-3'UTR-1406	NC_000964.3	3752247	3752280	-
BSGatlas-3'UTR-1407	NC_000964.3	3753891	3753933	-
BSGatlas-3'UTR-1408	NC_000964.3	3758367	3758413	+
BSGatlas-3'UTR-1409	NC_000964.3	3759126	3759169	-
BSGatlas-3'UTR-1410	NC_000964.3	3759129	3759182	+
BSGatlas-3'UTR-1411	NC_000964.3	3759658	3759702	-
BSGatlas-3'UTR-1413	NC_000964.3	3761701	3761725	+
BSGatlas-3'UTR-1414	NC_000964.3	3761924	3761987	-
BSGatlas-3'UTR-1415	NC_000964.3	3764109	3764133	-
BSGatlas-3'UTR-1416	NC_000964.3	3765430	3765469	-
BSGatlas-3'UTR-1417	NC_000964.3	3766672	3766714	-
BSGatlas-3'UTR-1419	NC_000964.3	3770054	3770104	-
BSGatlas-3'UTR-1420	NC_000964.3	3770961	3771000	-
BSGatlas-3'UTR-1421	NC_000964.3	3772274	3772325	-
BSGatlas-3'UTR-1422	NC_000964.3	3774221	3774255	-
BSGatlas-3'UTR-1423	NC_000964.3	3774608	3774655	-
BSGatlas-3'UTR-1424	NC_000964.3	3775610	3775653	-
BSGatlas-3'UTR-1425	NC_000964.3	3776686	3776722	-
BSGatlas-3'UTR-1426	NC_000964.3	3777897	3777949	-
BSGatlas-3'UTR-1427	NC_000964.3	3781027	3781069	-
BSGatlas-3'UTR-1428	NC_000964.3	3788389	3788426	-
BSGatlas-3'UTR-1429	NC_000964.3	3789141	3789190	-
BSGatlas-3'UTR-1430	NC_000964.3	3790611	3790644	-
BSGatlas-3'UTR-1431	NC_000964.3	3792953	3792969	-
BSGatlas-3'UTR-1432	NC_000964.3	3794088	3794166	-
BSGatlas-3'UTR-1433	NC_000964.3	3795830	3795870	-
BSGatlas-3'UTR-1434	NC_000964.3	3797067	3797085	-
BSGatlas-3'UTR-1435	NC_000964.3	3799338	3799377	-
BSGatlas-3'UTR-1436	NC_000964.3	3799344	3799383	+
BSGatlas-3'UTR-1437	NC_000964.3	3802379	3802405	-
BSGatlas-3'UTR-1438	NC_000964.3	3803029	3803081	-
BSGatlas-3'UTR-1439	NC_000964.3	3805048	3805090	-
BSGatlas-3'UTR-1440	NC_000964.3	3807697	3807754	-
BSGatlas-3'UTR-1441	NC_000964.3	3808454	3808512	-
BSGatlas-3'UTR-1442	NC_000964.3	3810612	3810700	+
BSGatlas-3'UTR-1443	NC_000964.3	3810642	3810693	-
BSGatlas-3'UTR-1445	NC_000964.3	3819179	3819228	+
BSGatlas-3'UTR-1447	NC_000964.3	3819180	3819220	-
BSGatlas-3'UTR-1449	NC_000964.3	3823522	3823558	-
BSGatlas-3'UTR-1450	NC_000964.3	3830117	3830141	-
BSGatlas-3'UTR-1451	NC_000964.3	3831472	3831512	-
BSGatlas-3'UTR-1452	NC_000964.3	3833600	3833650	-
BSGatlas-3'UTR-1453	NC_000964.3	3836190	3836233	+
BSGatlas-3'UTR-1455	NC_000964.3	3842673	3843001	-
BSGatlas-3'UTR-1458	NC_000964.3	3847250	3847281	+
BSGatlas-3'UTR-1459	NC_000964.3	3847813	3847853	-
BSGatlas-3'UTR-1460	NC_000964.3	3847822	3847862	+
BSGatlas-3'UTR-1461	NC_000964.3	3848741	3848786	-
BSGatlas-3'UTR-1463	NC_000964.3	3852092	3852186	-
BSGatlas-3'UTR-1464	NC_000964.3	3853671	3853717	-
BSGatlas-3'UTR-1465	NC_000964.3	3854221	3854256	-
BSGatlas-3'UTR-1466	NC_000964.3	3856197	3856225	-
BSGatlas-3'UTR-1467	NC_000964.3	3856450	3856478	-
BSGatlas-3'UTR-1469	NC_000964.3	3856705	3856782	-
BSGatlas-3'UTR-1468	NC_000964.3	3856705	3856733	-
BSGatlas-3'UTR-1470	NC_000964.3	3858822	3858999	-
BSGatlas-3'UTR-1471	NC_000964.3	3858949	3858999	-
BSGatlas-3'UTR-1472	NC_000964.3	3862214	3862264	+
BSGatlas-3'UTR-1473	NC_000964.3	3863364	3863415	-
BSGatlas-3'UTR-1474	NC_000964.3	3865301	3865355	-
BSGatlas-3'UTR-1475	NC_000964.3	3867361	3867387	+
BSGatlas-3'UTR-1476	NC_000964.3	3874274	3874332	-
BSGatlas-3'UTR-1477	NC_000964.3	3874310	3874332	-
BSGatlas-3'UTR-1478	NC_000964.3	3875739	3875780	-
BSGatlas-3'UTR-1479	NC_000964.3	3878952	3878966	-
BSGatlas-3'UTR-1480	NC_000964.3	3880696	3880740	-
BSGatlas-3'UTR-1481	NC_000964.3	3882136	3882191	-
BSGatlas-3'UTR-1482	NC_000964.3	3882923	3882979	-
BSGatlas-3'UTR-1483	NC_000964.3	3893980	3894030	-
BSGatlas-3'UTR-1484	NC_000964.3	3893987	3894036	+
BSGatlas-3'UTR-1485	NC_000964.3	3897651	3897685	-
BSGatlas-3'UTR-1486	NC_000964.3	3897661	3897696	+
BSGatlas-3'UTR-1487	NC_000964.3	3901779	3901824	+
BSGatlas-3'UTR-1488	NC_000964.3	3901830	3901868	-
BSGatlas-3'UTR-1489	NC_000964.3	3905058	3906142	-
BSGatlas-3'UTR-1490	NC_000964.3	3906095	3906142	-
BSGatlas-3'UTR-1491	NC_000964.3	3906104	3906432	+
BSGatlas-3'UTR-1493	NC_000964.3	3910257	3910302	-
BSGatlas-3'UTR-1494	NC_000964.3	3910265	3910306	+
BSGatlas-3'UTR-1495	NC_000964.3	3911433	3911477	-
BSGatlas-3'UTR-1496	NC_000964.3	3912290	3912332	-
BSGatlas-3'UTR-1497	NC_000964.3	3914272	3914315	-
BSGatlas-3'UTR-1498	NC_000964.3	3914273	3914320	+
BSGatlas-3'UTR-1499	NC_000964.3	3919023	3919072	+
BSGatlas-3'UTR-1501	NC_000964.3	3925758	3925797	-
BSGatlas-3'UTR-1502	NC_000964.3	3930651	3930707	-
BSGatlas-3'UTR-1503	NC_000964.3	3937509	3937553	-
BSGatlas-3'UTR-1504	NC_000964.3	3937516	3937563	+
BSGatlas-3'UTR-1505	NC_000964.3	3941807	3941859	+
BSGatlas-3'UTR-1507	NC_000964.3	3944509	3944560	-
BSGatlas-3'UTR-1508	NC_000964.3	3944510	3944560	+
BSGatlas-3'UTR-1510	NC_000964.3	3947117	3947143	+
BSGatlas-3'UTR-1511	NC_000964.3	3948400	3948455	+
BSGatlas-3'UTR-1512	NC_000964.3	3949914	3949952	-
BSGatlas-3'UTR-1513	NC_000964.3	3949923	3949962	+
BSGatlas-3'UTR-1514	NC_000964.3	3950684	3950726	-
BSGatlas-3'UTR-1516	NC_000964.3	3957251	3957275	+
BSGatlas-3'UTR-1517	NC_000964.3	3958476	3958516	-
BSGatlas-3'UTR-1518	NC_000964.3	3958483	3958525	+
BSGatlas-3'UTR-1519	NC_000964.3	3961982	3962003	-
BSGatlas-3'UTR-1520	NC_000964.3	3964068	3964091	-
BSGatlas-3'UTR-1521	NC_000964.3	3966641	3966687	+
BSGatlas-3'UTR-1652	NC_000964.3	3966707	3967944	-
BSGatlas-3'UTR-1522	NC_000964.3	3966771	3967944	-
BSGatlas-3'UTR-1523	NC_000964.3	3972404	3972448	-
BSGatlas-3'UTR-1524	NC_000964.3	3972434	3972455	+
BSGatlas-3'UTR-1525	NC_000964.3	3973328	3973364	-
BSGatlas-3'UTR-1526	NC_000964.3	3981106	3981159	+
BSGatlas-3'UTR-1527	NC_000964.3	3983038	3983187	-
BSGatlas-3'UTR-1528	NC_000964.3	3983174	3983197	+
BSGatlas-3'UTR-1530	NC_000964.3	3984086	3984133	-
BSGatlas-3'UTR-1531	NC_000964.3	3987881	3987927	-
BSGatlas-3'UTR-1532	NC_000964.3	3987886	3987934	+
BSGatlas-3'UTR-1533	NC_000964.3	3989874	3989918	+
BSGatlas-3'UTR-1535	NC_000964.3	3989905	3989948	-
BSGatlas-3'UTR-1536	NC_000964.3	3996308	3996352	+
BSGatlas-3'UTR-1537	NC_000964.3	3997882	3997939	+
BSGatlas-3'UTR-1538	NC_000964.3	3999273	3999328	+
BSGatlas-3'UTR-1539	NC_000964.3	4000486	4000539	-
BSGatlas-3'UTR-1540	NC_000964.3	4000487	4000530	+
BSGatlas-3'UTR-1541	NC_000964.3	4004244	4004288	-
BSGatlas-3'UTR-1542	NC_000964.3	4006937	4006987	-
BSGatlas-3'UTR-1543	NC_000964.3	4006946	4006995	+
BSGatlas-3'UTR-1545	NC_000964.3	4007767	4007803	-
BSGatlas-3'UTR-1546	NC_000964.3	4011685	4011803	+
